,name,qid,measure,value
169,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-pro02a,R@100,1.0
170,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-hpehwadvoee-pro02a,RR@10,0.0
111,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con01a,R@10,0.0
112,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con01a,R@100,1.0
113,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con01a,RR@10,0.0
105,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con02a,R@10,1.0
106,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con02a,R@100,1.0
107,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con02a,RR@10,0.5
108,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con03a,R@10,0.0
109,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con03a,R@100,1.0
110,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-con03a,RR@10,0.0
96,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro01a,R@10,1.0
97,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro01a,R@100,1.0
98,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro01a,RR@10,0.2
93,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro02a,R@10,1.0
94,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro02a,R@100,1.0
95,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro02a,RR@10,0.3333333333333333
99,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro03a,R@10,0.0
100,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro03a,R@100,1.0
101,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro03a,RR@10,0.0
102,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro04a,R@10,1.0
103,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro04a,R@100,1.0
104,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-health-ppelfhwbpba-pro04a,RR@10,0.5
363,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghbfcpspr-con04a,R@10,0.0
364,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghbfcpspr-con04a,R@100,1.0
365,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghbfcpspr-con04a,RR@10,0.0
435,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghwrem-pro01a,R@10,0.0
436,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghwrem-pro01a,R@100,1.0
437,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghwrem-pro01a,RR@10,0.0
432,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghwrem-pro05a,R@10,1.0
433,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghwrem-pro05a,R@100,1.0
434,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aghwrem-pro05a,RR@10,0.5
483,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-con01a,R@10,0.0
484,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-con01a,R@100,1.0
485,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-con01a,RR@10,0.0
480,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-con03a,R@10,0.0
481,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-con03a,R@100,0.0
482,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-con03a,RR@10,0.0
477,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-pro03a,R@10,1.0
478,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-pro03a,R@100,1.0
479,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-aglhrilhb-pro03a,RR@10,0.125
393,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-amehbuaisji-con02a,R@10,0.0
394,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-amehbuaisji-con02a,R@100,1.0
395,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-amehbuaisji-con02a,RR@10,0.0
390,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-amehbuaisji-pro03a,R@10,0.0
391,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-amehbuaisji-pro03a,R@100,0.0
392,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-amehbuaisji-pro03a,RR@10,0.0
375,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-con01a,R@10,1.0
376,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-con01a,R@100,1.0
377,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-con01a,RR@10,0.5
372,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-con02a,R@10,1.0
373,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-con02a,R@100,1.0
374,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-con02a,RR@10,0.3333333333333333
366,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-pro02a,R@10,0.0
367,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-pro02a,R@100,1.0
368,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-pro02a,RR@10,0.0
369,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-pro04a,R@10,0.0
370,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-pro04a,R@100,1.0
371,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-apwhbaucmip-pro04a,RR@10,0.0
441,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ehbfe-con03a,R@10,0.0
442,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ehbfe-con03a,R@100,0.0
443,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ehbfe-con03a,RR@10,0.0
438,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ehbfe-con04a,R@10,1.0
439,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ehbfe-con04a,R@100,1.0
440,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ehbfe-con04a,RR@10,0.25
474,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con01a,R@10,0.0
475,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con01a,R@100,0.0
476,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con01a,RR@10,0.0
468,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con02a,R@10,0.0
469,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con02a,R@100,1.0
470,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con02a,RR@10,0.0
471,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con04a,R@10,1.0
472,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con04a,R@100,1.0
473,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-con04a,RR@10,0.5
465,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-pro03a,R@10,0.0
466,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-pro03a,R@100,0.0
467,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-epvhwhranet-pro03a,RR@10,0.0
429,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con01a,R@10,1.0
430,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con01a,R@100,1.0
431,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con01a,RR@10,0.5
417,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con02a,R@10,0.0
418,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con02a,R@100,0.0
419,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con02a,RR@10,0.0
426,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con03a,R@10,0.0
427,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con03a,R@100,0.0
428,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con03a,RR@10,0.0
423,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con04a,R@10,0.0
424,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con04a,R@100,1.0
425,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con04a,RR@10,0.0
420,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con05a,R@10,1.0
421,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con05a,R@100,1.0
422,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-con05a,RR@10,0.3333333333333333
408,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro01a,R@10,0.0
409,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro01a,R@100,0.0
410,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro01a,RR@10,0.0
411,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro03a,R@10,1.0
412,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro03a,R@100,1.0
413,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro03a,RR@10,0.5
414,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro04a,R@10,1.0
415,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro04a,R@100,1.0
416,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro04a,RR@10,0.1
405,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro05a,R@10,0.0
406,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro05a,R@100,1.0
407,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-ghbunhf-pro05a,RR@10,0.0
360,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gmehwasr-con02a,R@10,0.0
361,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gmehwasr-con02a,R@100,0.0
362,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gmehwasr-con02a,RR@10,0.0
357,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gmehwasr-pro04a,R@10,0.0
358,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gmehwasr-pro04a,R@100,0.0
359,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gmehwasr-pro04a,RR@10,0.0
402,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con01a,R@10,1.0
403,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con01a,R@100,1.0
404,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con01a,RR@10,0.5
399,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con04a,R@10,1.0
400,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con04a,R@100,1.0
401,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con04a,RR@10,0.3333333333333333
396,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con05a,R@10,1.0
397,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con05a,R@100,1.0
398,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-gpdwhwcusa-con05a,RR@10,0.14285714285714285
462,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-con01a,R@10,0.0
463,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-con01a,R@100,1.0
464,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-con01a,RR@10,0.0
459,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-con02a,R@10,1.0
460,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-con02a,R@100,1.0
461,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-con02a,RR@10,0.3333333333333333
450,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro01a,R@10,0.0
451,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro01a,R@100,1.0
452,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro01a,RR@10,0.0
444,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro02a,R@10,1.0
445,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro02a,R@100,1.0
446,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro02a,RR@10,0.125
453,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro03a,R@10,1.0
454,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro03a,R@100,1.0
455,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro03a,RR@10,0.3333333333333333
456,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro04a,R@10,0.0
457,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro04a,R@100,1.0
458,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro04a,RR@10,0.0
447,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro05a,R@10,0.0
448,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro05a,R@100,1.0
449,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iiahwagit-pro05a,RR@10,0.0
387,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-con01a,R@10,1.0
388,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-con01a,R@100,1.0
389,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-con01a,RR@10,0.14285714285714285
384,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-con02a,R@10,0.0
385,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-con02a,R@100,1.0
386,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-con02a,RR@10,0.0
378,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-pro01a,R@10,1.0
379,(TctColBert('castorini/tct_colbert-v2-hnp-msmarco') >> <pyterrier_dr.indexes.NumpyIndex object at 0x7eff58b71700>),test-international-iighbopcc-pro01a,R@100,1.0
